trialnum	session	basicShape	numObjects	speed	initialDirRing0	fixatnPeriodFrames	orderCorrect	trialDurTotal	numTargets	offset	whichIsTargetEachRing0	ringToQuery	direction0	respAdj0	rev0_0	rev0_1	rev0_2	rev0_3	rev0_4	rev0_5	rev0_6	rev0_7	rev0_8	timingBlips	numLongFramesAfterFixation	numLongFramesAfterCue	IDnum	sessionNum	comment	pTrialsLotsTimingBlips	pTrialsBlipsAfterFixatn	pTrialsLongFramesAfterCue	EDFmatchExists
117	1	ellipse	4	1.061111111111103	-1	85	3	3.989921328302966	1	[-10, 0]	3	0	-1	0	2.6384	4.6315	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
118	1	ellipse	4	0.02	1	101	3	4.856795012244911	1	[10, 0]	3	0	1	0	2.792	4.1298	5.0991	6.8838	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
119	1	ellipse	6	0.02	1	70	3	3.2282475070686756	1	[-10, 0]	5	0	1	-0	1.9175	3.6356	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
120	1	ellipse	6	0.7111111111111228	-1	92	3	5.4547612544633886	1	[10, 0]	4	0	-1	0	2.4735	3.785	4.9177	6.7665	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
121	1	ellipse	6	0.7111111111111228	1	94	3	4.63948710816437	1	[-10, 0]	5	0	1	-0	2.2005	2.8438	3.9699	4.8172	5.8946	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
122	1	ellipse	6	0.02	1	108	3	4.729555668222985	1	[10, 0]	3	0	1	-0	2.6514	3.6933	4.5267	6.3535	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
123	1	ellipse	6	0.02	1	83	3	3.4183148874910145	1	[-10, 0]	0	0	1	-0	3.0019	4.5948	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
124	1	ellipse	4	1.1111111111111	1	86	3	4.760698143655645	1	[-10, 0]	2	0	1	0	3.1154	4.7483	5.7378	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
125	1	ellipse	4	1.1111111111111	1	93	3	3.258205280286054	1	[10, 0]	3	0	1	-0	2.6301	3.9253	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
126	1	ellipse	4	1.1111111111111	1	74	3	3.671272354366216	1	[10, 0]	1	0	1	0	1.848	3.1291	4.4421	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
127	1	ellipse	6	0.7111111111111228	-1	82	3	4.156708748229437	1	[-10, 0]	5	0	-1	0	2.8345	4.5898	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
128	1	ellipse	6	0.76111111111112	-1	80	0	3.320383735764091	1	[10, 0]	2	0	-1	-1	2.1485	3.438	4.2452	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
129	1	ellipse	4	1.1611111111110972	-1	75	3	3.637141343361835	1	[-10, 0]	2	0	-1	-0	2.7466	3.2773	4.2856	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
130	1	ellipse	6	0.7111111111111228	-1	82	0	4.777543938817797	1	[-10, 0]	5	0	-1	1	3.1906	4.6918	5.7268	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
131	1	ellipse	4	1.1611111111110972	1	94	3	4.281362948219549	1	[10, 0]	2	0	1	0	2.9033	4.0938	5.4231	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
132	1	ellipse	6	0.1	-1	100	3	5.113294434408775	1	[-10, 0]	2	0	-1	-0	2.9253	4.0297	5.9763	-999	-999	-999	-999	-999	-999	1	0	0	03	1	None	0	0.09375	0.0625	TRUE
133	1	ellipse	6	0.6611111111111256	-1	68	3	4.661118540932067	1	[-10, 0]	3	0	-1	-0	2.4228	3.8268	5.1043	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
134	1	ellipse	4	1.1611111111110972	1	74	0	5.119514410369064	1	[10, 0]	3	0	1	-1	1.889	3.8629	4.6613	6.1799	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
135	1	ellipse	6	0.6611111111111256	-1	99	3	3.891492225721705	1	[10, 0]	3	0	-1	0	2.2973	2.9404	3.9289	5.0958	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
136	1	ellipse	4	1.1111111111111	1	103	0	5.175092851860008	1	[-10, 0]	0	0	1	-1	2.875	4.0837	5.6966	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
137	1	ellipse	4	0.02	1	89	3	4.549299602914992	1	[10, 0]	1	0	1	-0	2.8063	4.6838	5.7497	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
138	1	ellipse	6	0.6611111111111256	1	77	0	5.585327278618149	1	[10, 0]	2	0	1	-1	2.4363	4.1073	5.9632	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
139	1	ellipse	4	1.061111111111103	-1	98	3	5.49982738077178	1	[10, 0]	0	0	-1	0	2.1948	3.7674	4.9486	5.687	6.6734	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
140	1	ellipse	6	0.6111111111111285	1	79	3	5.079505138534874	1	[-10, 0]	3	0	1	0	3.008	4.5536	5.593	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
141	1	ellipse	4	1.061111111111103	-1	91	0	5.303906522916259	1	[10, 0]	0	0	-1	-1	1.9868	3.6842	4.8691	5.9975	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
142	1	ellipse	6	0.6111111111111285	1	85	3	5.616262535262018	1	[10, 0]	1	0	1	0	2.1871	4.0063	5.9527	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
143	1	ellipse	4	1.0111111111111055	1	76	3	3.888403851672249	1	[-10, 0]	3	0	1	0	2.9689	3.6139	5.4847	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
144	1	ellipse	6	0.6111111111111285	1	69	3	4.145105940102315	1	[-10, 0]	0	0	1	-0	2.934	4.9202	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
145	1	ellipse	4	1.0111111111111055	1	110	3	4.174685893029011	1	[-10, 0]	3	0	1	0	2.4702	3.4595	4.6993	-999	-999	-999	-999	-999	-999	1	0	0	03	1	None	0	0.09375	0.0625	TRUE
146	1	ellipse	4	0.1	-1	107	3	3.452690167413532	1	[10, 0]	3	0	-1	-0	2.385	3.3958	4.9476	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
147	1	ellipse	4	1.0111111111111055	-1	96	3	3.357700076889153	1	[10, 0]	3	0	-1	0	2.773	4.1065	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
148	1	ellipse	4	1.061111111111103	-1	93	3	4.942356674772204	1	[-10, 0]	2	0	-1	0	2.677	4.0424	4.6861	6.2348	-999	-999	-999	-999	-999	1	1	1	03	1	None	0	0.09375	0.0625	TRUE
149	1	ellipse	6	0.6611111111111256	1	71	3	4.756991460314314	1	[-10, 0]	3	0	1	-0	2.0333	2.8102	3.8776	4.8705	6.3957	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
150	1	ellipse	6	0.1	-1	70	3	3.2095955596513077	1	[10, 0]	4	0	-1	0	3.0378	4.2352	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
151	1	ellipse	6	0.6611111111111256	-1	88	3	3.742295577773472	1	[10, 0]	0	0	-1	-0	2.4941	3.089	3.9897	5.45	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
152	1	ellipse	6	0.6611111111111256	1	94	3	3.623023976009636	1	[10, 0]	0	0	1	0	2.0049	3.08	4.5862	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
153	1	ellipse	6	0.7111111111111228	1	77	3	5.095912776947051	1	[10, 0]	0	0	1	0	2.8966	3.9756	5.3388	6.8586	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
154	1	ellipse	6	0.7111111111111228	-1	68	3	3.203675475708887	1	[-10, 0]	3	0	-1	-0	2.2538	3.2437	4.3319	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
155	1	ellipse	4	1.061111111111103	-1	73	3	5.178497131021427	1	[10, 0]	0	0	-1	-0	1.9311	3.3107	3.8269	5.1511	6.5313	-999	-999	-999	-999	2	0	0	03	1	None	0	0.09375	0.0625	TRUE
156	1	ellipse	4	1.061111111111103	-1	99	3	3.749066913625174	1	[-10, 0]	1	0	-1	0	2.7974	3.9794	4.679	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
157	1	ellipse	4	0.02	1	74	3	4.546626795243945	1	[-10, 0]	0	0	1	0	2.0931	4.0808	5.4292	-999	-999	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
158	1	ellipse	4	1.1111111111111	-1	106	3	3.506046235526339	1	[-10, 0]	2	0	-1	0	2.9111	3.6123	5.4815	-999	-999	-999	-999	-999	-999	3	0	0	03	1	None	0	0.09375	0.0625	TRUE
159	1	ellipse	4	0.1	-1	89	3	5.544027987645478	1	[-10, 0]	3	0	-1	0	2.1831	3.5344	4.5815	5.7506	7.4475	-999	-999	-999	-999	0	0	0	03	1	None	0	0.09375	0.0625	TRUE
0	2	ellipse	4	1.0999999999999943	-1	104	3	4.9303031213143464	1	[-10, 0]	1	0	-1	0	1.7742	2.6783	3.4843	5.4153	-999	-999	-999	-999	-999	9	3	0	03	2	None	0.00625	0.09375	0.05625	TRUE
1	2	ellipse	4	1.3999999999999917	-1	97	3	4.860670792475401	1	[10, 0]	1	0	-1	0	2.3387	3.7487	4.5512	5.7928	-999	-999	-999	-999	-999	1	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
2	2	ellipse	4	1.6999999999999886	-1	86	3	5.326315155871803	1	[-10, 0]	2	0	-1	-0	3.1932	5.0236	6.9602	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
3	2	ellipse	4	0.02	-1	83	3	4.870552236355092	1	[10, 0]	0	0	-1	0	2.6264	3.596	4.8142	6.1385	-999	-999	-999	-999	-999	1	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
4	2	ellipse	6	0.7999999999999972	1	76	3	4.654107819917701	1	[-10, 0]	3	0	1	-0	2.4895	3.7395	4.4888	4.9914	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
5	2	ellipse	4	1.7999999999999972	1	89	0	5.001162451121088	1	[-10, 0]	1	0	1	-1	2.1435	3.3332	4.6922	5.3965	-999	-999	-999	-999	-999	2	2	2	03	2	None	0.00625	0.09375	0.05625	TRUE
6	2	ellipse	6	1.0999999999999943	-1	72	0	3.969943128695382	1	[10, 0]	1	0	-1	-3	1.9985	3.4547	4.5735	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
7	2	ellipse	6	0.1	1	75	3	3.883364117496421	1	[-10, 0]	4	0	1	-0	1.9645	2.5192	3.6088	4.2802	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
8	2	ellipse	4	1.5	-1	86	3	3.2140381212598372	1	[10, 0]	2	0	-1	0	3.1675	4.8651	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
9	2	ellipse	6	0.02	1	87	3	4.118141209384179	1	[10, 0]	0	0	1	0	2.167	4.0675	5.4591	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
10	2	ellipse	6	0.7999999999999972	1	70	3	3.612407596103672	1	[10, 0]	1	0	1	-0	2.727	4.4339	-999	-999	-999	-999	-999	-999	-999	1	1	1	03	2	None	0.00625	0.09375	0.05625	TRUE
11	2	ellipse	4	0.02	1	79	3	3.535461765692678	1	[10, 0]	0	0	1	-0	2.1184	3.6607	4.2495	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
12	2	ellipse	6	0.02	-1	104	3	4.7220032469445705	1	[10, 0]	2	0	-1	0	1.7552	2.3533	3.0568	3.6841	4.3493	5.8326	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
13	2	ellipse	6	0.7999999999999972	1	73	3	5.088317652483097	1	[10, 0]	3	0	1	-0	1.7561	3.0729	4.6334	5.1651	5.8011	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
14	2	ellipse	4	1.5	1	78	3	3.707055797124025	1	[-10, 0]	1	0	1	-0	2.2876	4.1657	-999	-999	-999	-999	-999	-999	-999	1	1	1	03	2	None	0.00625	0.09375	0.05625	TRUE
15	2	ellipse	4	1.5	-1	97	3	3.346680701506006	1	[-10, 0]	1	0	-1	0	2.5792	3.9801	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
16	2	ellipse	4	0.1	1	105	3	3.8665926574598783	1	[-10, 0]	3	0	1	0	2.4311	3.586	4.2303	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
17	2	ellipse	4	1.7000000000000028	1	104	0	3.334079934644009	1	[-10, 0]	1	0	1	1	2.6266	3.7204	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
18	2	ellipse	4	1.6000000000000083	-1	76	3	4.684299169908637	1	[10, 0]	0	0	-1	-0	3.1775	3.7938	5.5591	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
19	2	ellipse	4	1.6000000000000083	-1	74	0	5.587243340598657	1	[10, 0]	1	0	-1	-1	3.0384	4.1984	5.8066	6.9866	-999	-999	-999	-999	-999	1	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
20	2	ellipse	6	0.7999999999999972	-1	98	3	4.608938210397939	1	[-10, 0]	5	0	-1	-0	2.2495	4.104	4.9206	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
21	2	ellipse	6	0.1	-1	84	3	3.5614868421985273	1	[-10, 0]	3	0	-1	-0	1.9396	2.8999	4.58	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
22	2	ellipse	6	1	1	85	0	4.7458791816265435	1	[10, 0]	3	0	1	2	2.9338	4.1025	5.785	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
23	2	ellipse	6	0.9000000000000057	1	97	3	4.711710160117406	1	[-10, 0]	0	0	1	0	2.2819	3.5766	4.8847	5.7784	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
24	2	ellipse	6	0.9000000000000057	-1	91	0	3.7133012373984298	1	[10, 0]	4	0	-1	-1	1.891	2.5804	4.222	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
25	2	ellipse	6	0.8000000000000114	1	95	3	5.197481739339817	1	[-10, 0]	1	0	1	-0	2.6864	3.6519	5.2547	5.7863	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
26	2	ellipse	6	0.8000000000000114	-1	81	0	3.3013333151401203	1	[10, 0]	3	0	-1	2	1.7479	3.2752	4.1184	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
27	2	ellipse	6	0.700000000000017	-1	74	3	5.362111358361405	1	[-10, 0]	2	0	-1	-0	2.8422	3.922	5.8688	-999	-999	-999	-999	-999	-999	1	1	1	03	2	None	0.00625	0.09375	0.05625	TRUE
28	2	ellipse	4	1.5000000000000142	1	105	3	3.28072236672339	1	[-10, 0]	1	0	1	-0	2.4568	4.012	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
29	2	ellipse	4	1.5000000000000142	1	78	3	5.06921996124125	1	[10, 0]	0	0	1	0	1.7543	3.6959	5.2434	6.1098	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
30	2	ellipse	6	0.700000000000017	1	87	3	5.630112840692888	1	[-10, 0]	3	0	1	-0	2.4057	3.0715	4.1958	5.9277	7.9143	-999	-999	-999	-999	2	1	0	03	2	None	0.00625	0.09375	0.05625	TRUE
31	2	ellipse	4	1.5000000000000142	-1	77	3	4.298384902763851	1	[-10, 0]	2	0	-1	0	2.8476	4.7437	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
32	2	ellipse	6	0.700000000000017	-1	105	3	3.2459120991496277	1	[-10, 0]	1	0	-1	0	2.4285	4.2194	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
33	2	ellipse	4	1.6000000000000083	1	104	3	5.349147795276751	1	[10, 0]	2	0	1	-0	2.2113	2.7616	3.6735	4.2841	5.1969	6.2297	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
34	2	ellipse	4	1.6000000000000083	1	77	0	3.7937767171641754	1	[10, 0]	0	0	1	1	2.0926	3.8628	4.8967	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
35	2	ellipse	6	0.8000000000000114	1	76	3	4.15693086744398	1	[10, 0]	5	0	1	-0	3.099	4.5503	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
36	2	ellipse	6	0.8000000000000114	-1	85	3	3.952132325570301	1	[-10, 0]	3	0	-1	-0	2.3635	4.0048	5.512	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
37	2	ellipse	4	0.02	-1	79	3	3.7794072214030545	1	[-10, 0]	3	0	-1	0	1.7442	2.2688	2.791	4.6781	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
38	2	ellipse	4	1.5500000000000114	1	91	0	4.102935405920267	1	[10, 0]	1	0	1	-1	2.9211	4.9017	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
39	2	ellipse	6	0.8000000000000114	-1	73	0	3.942837245026951	1	[10, 0]	2	0	-1	-1	2.2841	4.1711	4.7292	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
40	2	ellipse	4	1.5000000000000142	1	109	0	5.169360877316543	1	[-10, 0]	2	0	1	-2	3.1534	4.016	5.3891	6.5885	-999	-999	-999	-999	-999	1	1	0	03	2	None	0.00625	0.09375	0.05625	TRUE
41	2	ellipse	6	0.7500000000000142	1	100	3	3.4974647399344705	1	[-10, 0]	1	0	1	-0	2.3187	3.8612	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
42	2	ellipse	4	1.450000000000017	-1	75	3	5.201849702823118	1	[-10, 0]	2	0	-1	0	2.9905	4.5439	5.0732	6.8057	-999	-999	-999	-999	-999	1	1	0	03	2	None	0.00625	0.09375	0.05625	TRUE
43	2	ellipse	6	0.7500000000000142	-1	69	0	4.190805753292601	1	[10, 0]	2	0	-1	1	2.6078	4.2506	6.0201	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
44	2	ellipse	4	1.450000000000017	1	101	0	5.670548813169965	1	[10, 0]	0	0	1	-1	2.7217	4.0138	5.279	6.2023	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
45	2	ellipse	6	0.700000000000017	1	99	0	3.2521050697844753	1	[10, 0]	4	0	1	-1	2.6489	4.1559	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
46	2	ellipse	6	0.6500000000000199	-1	76	3	4.741968766848365	1	[10, 0]	3	0	-1	-0	1.835	3.5693	5.2517	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
47	2	ellipse	6	0.6500000000000199	1	88	3	3.7891928262546415	1	[10, 0]	4	0	1	-0	2.8104	4.6013	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
48	2	ellipse	6	0.02	1	94	3	3.4844167523272795	1	[10, 0]	2	0	1	-0	2.998	4.4411	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
49	2	ellipse	6	0.6500000000000199	-1	85	3	5.039933114538157	1	[-10, 0]	2	0	-1	0	2.3253	3.318	4.1508	6.0891	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
50	2	ellipse	4	1.40000000000002	-1	107	3	5.06432637497679	1	[-10, 0]	2	0	-1	0	3.1075	4.2079	4.8003	6.502	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
51	2	ellipse	4	1.40000000000002	-1	100	3	4.469477603963869	1	[10, 0]	1	0	-1	-0	2.4847	3.3526	5.2465	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
52	2	ellipse	6	0.700000000000017	1	84	3	5.433717249809501	1	[-10, 0]	0	0	1	-0	2.4444	3.2264	4.1396	5.5083	6.1968	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
53	2	ellipse	6	0.02	-1	101	3	4.536167175092139	1	[10, 0]	3	0	-1	-0	2.5537	4.1887	5.0894	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
54	2	ellipse	4	1.40000000000002	1	99	0	5.080540704648457	1	[-10, 0]	3	0	1	-1	2.2119	3.7905	4.4785	5.3148	6.5118	-999	-999	-999	-999	1	1	0	03	2	None	0.00625	0.09375	0.05625	TRUE
55	2	ellipse	6	0.700000000000017	1	88	3	4.323258544149789	1	[10, 0]	3	0	1	0	2.9559	4.2275	5.7438	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
56	2	ellipse	4	1.3500000000000227	-1	93	3	3.7734339223769338	1	[-10, 0]	3	0	-1	0	3.0224	4.7908	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
57	2	ellipse	6	0.02	1	70	3	5.546614849729675	1	[-10, 0]	4	0	1	-0	1.9651	3.1406	4.0776	5.6837	7.1896	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
58	2	ellipse	4	1.3500000000000227	1	82	0	4.363379662929338	1	[10, 0]	3	0	1	-1	2.5301	3.3503	4.792	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
59	2	ellipse	6	0.700000000000017	-1	73	3	4.19186161076102	1	[-10, 0]	5	0	-1	-0	2.2891	4.1607	5.4759	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
60	2	ellipse	4	0.02	-1	89	3	5.258176278723328	1	[10, 0]	2	0	-1	-0	2.5174	4.2634	5.9324	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
61	2	ellipse	4	0.02	1	90	3	4.058746011188069	1	[-10, 0]	1	0	1	0	2.0886	3.2246	5.0081	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
62	2	ellipse	4	1.3000000000000256	1	98	0	4.406049047362235	1	[10, 0]	2	0	1	1	2.8003	4.07	5.6977	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
63	2	ellipse	6	0.7500000000000142	1	100	3	3.5515499368736405	1	[-10, 0]	4	0	1	0	2.4014	3.4859	4.891	-999	-999	-999	-999	-999	-999	1	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
64	2	ellipse	4	1.2500000000000284	-1	68	3	5.177028146970865	1	[10, 0]	3	0	-1	-0	1.7099	3.4666	5.3351	6.056	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
65	2	ellipse	6	0.7500000000000142	1	109	0	4.029433921151535	1	[10, 0]	4	0	1	-1	2.6259	4.0528	4.7147	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
66	2	ellipse	6	0.700000000000017	-1	71	0	5.092689722477065	1	[10, 0]	3	0	-1	-2	1.9952	2.7333	4.1304	4.8277	6.5798	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
67	2	ellipse	4	1.2500000000000284	1	101	3	4.183107108849145	1	[10, 0]	0	0	1	-0	2.6014	4.5815	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
68	2	ellipse	6	0.6500000000000199	-1	97	3	4.787514951905217	1	[-10, 0]	4	0	-1	0	1.783	2.4306	3.2272	3.761	4.5561	6.3055	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
69	2	ellipse	4	1.2500000000000284	-1	100	0	4.652737242311705	1	[10, 0]	1	0	-1	-1	2.7096	3.3096	5.0503	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
70	2	ellipse	4	1.2000000000000313	1	90	3	3.776906564150113	1	[-10, 0]	3	0	1	0	1.8528	3.2216	5.1012	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
71	2	ellipse	4	1.2000000000000313	1	76	3	3.9556146203756137	1	[-10, 0]	0	0	1	-0	3.0913	4.4592	-999	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
72	2	ellipse	4	1.2000000000000313	-1	92	0	4.41259040934351	1	[10, 0]	3	0	-1	-1	1.7617	2.4371	2.9839	4.7175	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
73	2	ellipse	6	0.6500000000000199	-1	102	3	4.6197041069857	1	[-10, 0]	1	0	-1	-0	2.9055	4.5166	5.7523	-999	-999	-999	-999	-999	-999	1	1	1	03	2	None	0.00625	0.09375	0.05625	TRUE
74	2	ellipse	6	0.6500000000000199	-1	94	3	4.377409828482623	1	[10, 0]	1	0	-1	0	2.9415	4.4869	6.3947	-999	-999	-999	-999	-999	-999	0	0	0	03	2	None	0.00625	0.09375	0.05625	TRUE
